State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Age_Group_0_29,Age_Group_30_49,Age_Group_50,sex_ratio,literacy_rate
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,140168,344835,736015,49258,39258,245,49420,106,808,505558,236676,133424,100.0,100.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,338094,431944,1512801,152791,53622,499,2128,362,430,940424,499719,284637,100.0,100.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,3922718,411313,10076,12057,4049,21508,384,2871903,991255,547873,100.0,100.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,755254,629,2904140,729283,7635,5875,2582,2805,91,2378289,787408,472667,100.0,100.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,1309851,7955,5102041,796756,13782,4377,4391,2247,305,3764404,1335224,818137,100.0,100.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,591125,746,1985654,401678,2536,869,1817,235,33,1499494,515229,367234,100.0,100.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,391622,150,1273546,101963,1004,371,332,228,444,856336,320763,202054,100.0,100.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,1171378,9327,3878626,718692,3810,719,5652,183,226,2930243,965876,699954,100.0,100.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,149060,14,917474,364583,1840,483,161,16139,25,817140,283276,194548,100.0,100.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,509307,11159,2291892,1169330,6400,8212,2793,1177,38,2275746,754346,446242,100.0,0.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,494698,110114,3004240,213440,4463,892,1595,233,64,1975934,724362,502628,100.0,100.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,277212,24887,1333242,805975,3228,900,1866,198,87,1415213,442339,283947,100.0,0.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,387855,163,1637549,157612,1367,231,168,916,50,1120432,408527,265310,100.0,100.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,864559,610,2505444,737106,4857,2090,1553,3016,211,2043335,709494,445269,100.0,100.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,2830768,1536534,14822,28187,4371,931,339,2893965,952233,514141,100.0,0.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,513959,3620,2082976,364510,3493,900,9753,107,99,1574037,519265,363891,100.0,100.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,2032081,1585210,6184,50624,1736,2134,41,2404576,786305,450186,100.0,100.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,725600,198,2707195,777407,4088,2765,669,1572,86,2246254,753949,472808,100.0,100.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,446786,41725,1727869,215081,2153,1389,340,100,1175,1222695,437000,287767,100.0,100.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,266655,366,955372,34559,693,63,101,285,27,638046,214228,136669,100.0,100.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,468663,109894,2730957,358539,3626,818,1182,209,146,1946336,664708,481219,100.0,100.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,281011,140,1611126,146346,2464,708,2887,5671,18,1149372,383707,237427,100.0,100.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,388283,169,1457892,113961,1362,1045,1733,3917,94,979633,362026,237786,100.0,100.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,555047,931,2094271,365806,3225,1912,737,358,185,1534832,543148,367332,100.0,100.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,312712,230,1596278,276846,3137,3160,3161,487,100,1224584,411153,246795,100.0,100.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,651480,340,2274674,350700,2201,402,172,199,47,1624830,603831,395547,100.0,100.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,473890,2565,2140745,314812,3370,1804,3395,19077,61,1621154,543730,312689,100.0,100.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,216105,2215,1394025,215500,7366,9261,895,4518,91,1015648,402967,188862,100.0,100.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,773463,3968,3414427,1186776,19026,23001,3487,16412,265,2891069,1139871,559963,100.0,100.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,726641,28712,3233790,368153,4181,810,3145,213,184,2234593,774130,556273,100.0,100.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,531973,870,2739076,678615,4735,1893,649,338,57,2223078,734903,464584,100.0,0.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,936061,18172,4009037,403847,9662,2123,2848,460,207,2755630,992114,659677,100.0,100.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,1274505,349,3508131,556219,5822,5688,6671,446,98,2598364,905306,559988,100.0,100.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,468178,832,1509708,171581,1148,463,2875,256,145,1002817,410090,274954,100.0,100.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,990345,4736,3981502,483750,4947,1286,7898,349,114,2826453,927026,689979,100.0,100.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,562505,3873,1823930,147842,7050,4951,1203,7328,311,1171301,510728,308331,100.0,100.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,318001,164,1075440,750368,5952,5295,189,517,21,1227283,391275,215849,100.0,100.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,309980,15,1375788,273967,1263,504,2033,606,65,1069916,361028,223535,100.0,100.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,460544,801,1612968,176327,1300,478,819,155,103,1100820,415918,276272,100.0,100.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,555397,193,1372381,220423,2225,522,687,545,3,1034099,336401,210556,100.0,100.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,544231,80269,2928462,620244,5006,767,4619,383,133,2236842,772777,500373,100.0,100.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,240519,71610,1163804,33724,1351,1034,69,20390,41,793551,265080,159666,100.0,100.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,948294,7506,3537787,985070,20493,23883,3877,4975,504,2678289,1161686,685258,100.0,100.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,220898,647,815142,57454,965,389,94,234,157,527067,201394,137393,100.0,100.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,368206,478,1746649,100723,1729,475,8814,4161,38,1193660,402321,265638,100.0,100.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,506580,1520,2310776,216933,3179,2872,883,2056,126,1600686,535738,327854,100.0,100.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,474537,22915,1769937,428555,2109,340,564,155,129,1402738,467343,323260,100.0,100.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,624149,3390,2183255,1185643,10582,24912,1855,18544,236,2165117,780475,451827,100.0,100.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,661129,20132,2292534,195765,2373,1133,341,701,27,1590528,552177,346773,100.0,100.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,731406,685,2488265,2248392,13157,7555,1260,2426,382,3168270,988486,525574,100.0,0.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,561250,317,2382914,1711453,6495,18601,1516,16345,60,2671757,911621,544283,100.0,100.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,333558,1714,1449007,489686,3510,84787,360,138,45,1320476,449673,256276,100.0,100.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,60429,550427,827293,25597,358,72,32,14077,27,545987,204801,115608,100.0,0.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,709252,723,2731351,452394,3920,1451,7795,746,43,2002569,703727,492097,100.0,100.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,1030367,1756,2975998,413243,3634,2424,722,397,602,2116007,776583,506583,100.0,100.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,307936,358,1073890,1181337,9201,65316,384,1307,63,1576123,491164,258913,100.0,0.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,764450,980,1966892,1454052,6523,18627,1937,10208,135,2228689,769736,433862,100.0,100.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,369039,1593,1300586,404410,1766,447,4393,95,35,1108368,352395,250502,100.0,100.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,532673,508,2412595,527581,4630,51090,2312,301,84,1961237,652237,368743,100.0,0.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,1446427,1602,3555450,893725,6579,11611,2663,1410,79,2862383,1000987,588318,100.0,100.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,421661,385018,1738769,103567,3963,1649,1747,487,1907,1203938,418914,237866,100.0,100.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,851587,696,3119590,650261,4453,1629,9989,426,336,2376875,828222,580164,100.0,100.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,948588,2926,2732016,363453,3574,1204,920,240,31,1893706,706851,453462,100.0,100.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,486958,28617,3107681,546987,7696,3309,1146,1898,298,2260457,856070,531549,100.0,100.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,150995,1281,611250,7752,1895,256,201,31,6,351595,141238,128994,100.0,100.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,72061,1982,257509,1440,397,46,102,7,16,147488,60569,51672,100.0,100.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,79317,12260,385818,4395,428,323,190,11,23,229715,93182,67873,100.0,100.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,47383,1339,249563,8693,870,336,24,28,6,156916,60722,41913,100.0,100.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,120378,19535,475105,6015,1401,260,185,13,30,273494,116749,92517,100.0,100.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,102130,875,609835,7374,656,290,32,91,109,368324,139371,109998,100.0,100.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,238264,123037,1104452,372267,6064,162768,505,738,159,1042614,392370,212223,100.0,100.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,80567,3512,324859,3554,353,167,563,74,105,202426,75997,51245,100.0,100.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,1174447,368690,3033581,290450,3865,386,260,2904,260694,1942335,1014764,637834,100.0,100.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,2115719,489447,6008472,1599764,21220,16675,1602,1674,44968,4149420,2265543,1292913,100.0,100.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,1033140,242484,2181515,1298054,10906,582,258,1152,6051,2008655,952059,539463,100.0,100.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,482754,275366,1232850,412788,24794,276,148,323,2786,937283,465982,271423,100.0,100.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,317275,397389,1366681,105086,141848,2032,209240,1840,15523,1031221,523288,289979,100.0,100.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,718951,15094,3535844,1270641,8666,4380,1258,9699,1265,2587164,1423304,833104,100.0,100.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,1344021,229243,4574569,870204,7300,2662,1730,2160,49050,2766489,1688206,1060821,100.0,100.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,1458278,731704,3156781,445817,186279,2994,50676,1461,23816,2259507,1035449,575667,100.0,100.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,241932,10684,3440290,926414,39758,13849,4771,21178,1452,2025389,1433314,1014769,100.0,100.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,835430,313984,1914352,2045151,13209,747,359,639,7929,2511004,955283,520122,100.0,100.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,897534,91035,2359061,4707573,18102,766,348,3037,7429,4390564,1717594,991413,100.0,100.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,1546917,140700,3728482,1382682,33835,849,514,281,16893,2745828,1484986,934417,100.0,100.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,567767,540652,2373120,227249,8646,622,209,3052,309029,1678057,764776,484166,100.0,100.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,807950,162816,1482943,1501170,16702,477,432,1324,1622,1916033,704859,385155,100.0,0.0
